smile,reaction_energy
Cc1nccn1CC[NH+](C)CC1CC[NH2+]CC1,2.1211839380979534
C[C@@H](c1ccsc1)N(C)CC(C)(C)C[NH3+],2.100110212397575
CS[C@H]1CC[C@H]([NH2+][C@@H](C)Cn2cnc(C)c2C)C1,2.0224876652956008
CCOCCSc1ccc(N)cn1,2.0060576891183852
COc1ccc(-c2n[nH]cc2C[NH2+][C@@H]2C[C@](C)(OC)C2(C)C)cc1,2.030772998213768
CCc1ccc(C[C@H](O)C2([NH+](C)C)CCC(C)CC2)nc1,2.0829220477581023
CC(C)[C@H](C[NH2+][C@H](C)c1ccoc1)[NH+](C)C,2.2206906625986096
Cc1nc(CN2CCC[NH2+][C@@H](CC(C)C)C2)sc1C,2.0570765152215955
CCC[NH2+][C@@H](c1occc1Br)[C@@](C)(CC)[NH+](C)C,2.1045944475889202
CS[C@H](C)C[NH2+][C@@H](C)c1nc2c(s1)CCCC2,2.149446211838722
CC[NH2+]Cc1ccc(O[C@@H]2CCCCC[C@H]2O)cn1,2.197452594923973
CC[C@](C)(O)C[NH2+][C@H](C)c1ccoc1,2.141793982386589
CCC[NH+]1CCC(N(C)Cc2ncccc2C)CC1,2.1206026024818416
Cc1ccc(OCC2CCCC2)c(C[NH3+])n1,2.1771169945478435
C/[NH+]=C(/NCCc1csc(N2CCCC2)n1)NC(C)(C)C,2.0086401369810103
C=C(C)COCC[NH2+][C@@H]1CCCc2nc(CC)sc21,2.0415233724832533
CC(C)c1nc([C@H](C)N[C@H]2CC[NH+](C)C2)cs1,2.087958390784263
CCC(CC)[C@H]1CC[NH+](Cc2ccc(CO)o2)C1,2.0877659332752225
CC(C)[NH2+]Cc1ccc(OC[C@@H](C)O)cn1,2.2149360096931456
CCC[NH2+]Cc1ccc(CO[C@H]2CCCC[C@@H]2C)nc1,2.0947377498865123
CCCOc1nc(N(C)CC(C)C)ccc1N,2.2072706525087353
CCc1c(N2C[C@@H](C)[C@@](C)(O)C2)nc(C)[nH+]c1C,2.1194282896757124
CCC[C@@H]1CC[C@H]([NH2+]CC)[C@H](Cc2nc(C)cs2)C1,2.153625784564018
CCN(CC)c1ccc(C[NH2+][C@@H]2CCC[C@@H]2C)cn1,2.118420426607132
CCN[C@@H](Cc1nc(C)c(C)s1)C(C)(C)[NH+](C)C,2.240999759817123
Cc1nc(C[NH2+][C@H](C)CCCO)sc1C,2.0965416984558103
COc1c(C)cnc(C[NH2+][C@@H](CCl)C(C)C)c1C,2.1744121863126753
Cc1ccc(C)n1NC[C@@H](O)COC1CCC(C)CC1,2.0500613523244855
CC[C@@H](CCO)C[NH2+]Cc1nc(C)c(C)o1,2.0602717557191847
CC[NH+](CCO)Cc1nc(C)c(C)s1,2.0445972433805464
CCCC[NH2+]CCOc1cccnc1C,2.2940424859285353
Cc1ccc([C@H](C)[NH2+][C@@H](C)C[C@@H]2CCCC[NH2+]2)o1,2.057721755647659
Cc1ncccc1O[C@H](C)C[NH2+]CC(C)C,2.3382185435056684
C[NH2+]C[C@@H](C)Cc1c(C)nn(-c2ccncc2)c1C,2.077817589139938
CCOC[C@H]1CC[NH+](Cc2cnc(C3CCCC3)s2)C1,2.082229745650291
C/[NH+]=C(/NCCc1ncc(C)s1)NC[C@H]1CCC[NH+](C)C1,2.0195079177618025
CCn1nc(C)c(CN2CCN(CC[NH+]3[C@H](C)CC[C@H]3C)CC2)c1C,2.0568679576635356
Cc1nn(C)c(N(C)C2CC2)c1C[NH2+]C(C)C,2.2224126247644422
CC[NH2+][C@@H](Cc1ccsc1)C1(C)CCCC1,2.0087248480081557
Cc1nn(C(C)C)c(C)c1CN1CCC[NH+](CC2CC2)[C@H](C(C)C)C1,2.1070253072977065
CC(C)[NH2+]Cc1ccc(C[NH+](C)CC(C)(C)C)nc1,2.115364141917228
C[C@H](C[C@@H]1CCCCC[NH2+]1)[NH2+]CCc1nccs1,2.03381021053791
CCc1nn(CC)c(CC)c1C[NH3+],2.045652415823936
COCc1ccc(C[NH+](C(C)C)C2CCC2)o1,2.0250879470586773
CC[C@](C)([C@@H](O)Cc1nc(C(C)(C)C)cs1)[NH+](C)C,2.2213539846181867
CCc1nc2c(s1)[C@H]([NH2+][C@@H]1CCCCC[C@@H]1CO)CCC2,2.1167113444805143
Cc1nn(C(C)(C)C)cc1[C@@H](C)[NH2+]C[C@H](O)C1CCCC1,2.14738565325737
C[C@H]1C[C@@H]1c1ccc(C[NH+]2CCC(OC(C)(C)C)CC2)o1,2.016593313503265
CC(C)(C)c1csc(C[NH2+]CC(C2CC2)C2CC2)n1,2.1760162465810775
CC(C)c1nc(N2CC[NH+](C(C)C)CC2)sc1C[NH3+],2.131957100129127
C=C(CC)COc1ccc(C[NH2+]C(C)C)nc1,2.093315000939369
CC[NH2+][C@H](c1occc1Br)C(C)(C)[NH+](C)C,2.0569075885534285
Cc1ncn(C[C@H](C)[NH2+][C@H](C)C2CCCCC2)c1C,2.0476768112182615
CCCC[C@H](CC)[NH2+]Cc1cscc1C,2.05445072107315
CCc1nc(C[NH+](C)C2CCC([NH3+])CC2)cs1,2.047479152154922
Cc1ccsc1C[NH+]1CCC(OCC[NH+]2CCCC2)CC1,2.0606982831716536
C[C@H](C[NH2+]C(C)(C)C)[C@@H](C)N(C)Cc1ccsc1,2.141375876498222
CN[C@H](c1ccc(C)nc1)[C@@]1([NH+](C)C)CCC[C@H](C)C1,2.0724448789358134
CCC(CC)n1cc(C[NH2+]C(C)(C)C)c(C)n1,2.009442662501335
CCCCOc1cc(C)c(N)cn1,2.001619772529602
CC/[NH+]=C(/NCc1ncc(C)s1)N1CC[C@H](C[NH+]2CCCCC2)C1,2.071461289787292
CCc1nc(N(C)C[C@@H]2CCC[NH+]2C)sc1C[NH2+]C,2.2174463788747785
CCC[NH2+][C@@H](c1cscc1C)C1CCC(C)CC1,2.0301312254905697
CCCCC[C@H](C)[NH2+][C@@H](C)c1cnc(C)s1,2.088770824027061
C[NH2+][C@@H](CC[C@@H]1CCCc2cccnc21)C(C)(C)C,2.0745750392675397
COc1c(C)cnc(C[C@]2(C[NH3+])CCC(C)(C)[C@H]2O)c1C,2.288199901986122
CCc1ccc(C[NH2+][C@H]2CCCCC2(C)C)s1,2.07077963848114
Cc1cc([C@@H](C)[NH2+]CC2CCCC2)c(C)o1,2.0236235856771465
Cc1nc(CCC[NH+]2CCCC[C@@H]2C(C)C)cs1,2.0695765932798382
COc1ccsc1CN[C@H]1CC[C@H]([NH+](C)C)C1,2.299947983908653
COCC[NH2+]C[C@@H](O)c1cncn1C(C)C,2.0528825762987135
COc1ccsc1C[NH+](C)[C@H](C)C1(C)CC1,2.3231979408502577
CCCSC[C@@H]([NH3+])Cc1nc(C)cs1,2.0348155966758723
C[C@@H]1CC[NH+](C[C@H](O)COCc2ccco2)C[C@@H]1O,2.0263105600118636
CCc1ccc(CC2([NH3+])CCC(C)(C)CC2)nc1,2.0284305649280547
Cc1nn(C(C)(C)C)cc1[C@H](C)[NH2+]CC(C)(C)C[C@@H](C)O,2.1746707778692245
OCCC[C@H]1CCC[NH+]1Cc1cnc(C2CCC2)s1,2.069062382483482
CC[NH2+][C@@H](Cc1ccccn1)[C@](C)(CC)[NH+](C)C,2.018079719567299
CCCCc1nc2c(s1)[C@H]([NH2+]CCC)CC(C)(C)C2,2.2568751512289045
CCn1cc[nH+]c1C[C@](C)(O)CC[NH2+]C(C)(C)C,2.0336135422468185
CC[C@H](C)[NH2+]C[C@@H](C)Sc1ccncc1,2.014529782605171
CC[C@@H]1CN(Cc2nc(C(C)(C)C)cs2)C(C)(C)C[NH2+]1,2.135602151226997
CC[NH+](CC)CCn1cc(N[C@@H]2CC[C@@H]([NH3+])C2)cn1,2.0884190998792644
CC[NH2+][C@H](CS[C@@H](C)CC)[C@@H]1CCc2cccnc21,2.0880708434343336
CCN(Cc1ccco1)[C@]1(C[NH3+])CCCC1(C)C,2.0305998607635494
C/C=C/CC[NH2+][C@H](C)c1c(C)nn(C(C)C)c1C,2.1277636565923688
CCc1ccc(C[C@H]([NH2+]C)C2(N(C)C)CCCC2)s1,2.154800840449333
CCc1ccc(C[C@H](CCC(C)C)[NH2+]C)nc1,2.101731858873367
CCN(Cc1ccco1)C[C@@](C)([NH3+])CC,2.015556965732574
CS[C@H](C)C[NH2+][C@@H](C)c1sc(C(C)(C)C)nc1C,2.125206968808174
Cc1nc(C[NH+](CCCO)CC(C)(C)C)cs1,2.107768881869316
CC(C)Cn1cc[nH+]c(N2CC[C@H](C)[C@H]2C)c1=O,2.02104361474514
C[C@@H](Cl)CN(C)Cc1nc(C(C)(C)C)cs1,2.0973169777393337
CCN(CC(C)(C)O)c1ccc(N)c(OC)n1,2.21103286242485
C[C@@H]([NH2+]C(CO)CO)c1ccoc1,2.068440177512169
C[C@H]([NH2+]CC[NH+]1C[C@@H](C)[C@@H](C)C1)c1ccco1,2.01470168159008
CC(C)[NH+](Cc1cnc(N(C)C)s1)C[C@H]1C[C@@H]1C,2.2302322947263713
CCC[NH2+]C[C@](C)(CC)Cc1nc(C)cs1,2.178440418577194
Cc1ncc([C@@H](C)[NH2+][C@H]2CCC[C@H](C)C2)s1,2.0451119495630263
CC[NH2+]Cc1nc(C)ccc1OC[C@H]1C[C@H]2CC[C@@H]1C2,2.139798071694374
COC[C@@H](C)[NH2+][C@H](C)c1csc(C(C)C)n1,2.1553697914123533
Cc1ncn(C[C@H](C)[NH2+][C@H](C)c2ccc(OC(C)C)cc2)c1C,2.0143643236398696
C[C@@H]1CC[C@@H](CO)C[NH+]1Cc1cnc(C(C)(C)C)s1,2.1888769657373426
CC[C@@H](CCO)[NH2+][C@@H](C)c1cnc(C)s1,2.0318908370018
C[C@H](CO)[NH2+]CCCOc1cccnc1,2.2658210815429682
Cc1nn(C)c(C)c1[C@@H](C)N(C)CC(C)(C)C[NH3+],2.1396224573135374
CC[NH+]1CCC(N(C)Cc2ncccc2C)CC1,2.081737331843376
C/[NH+]=C(/NCCc1ncc(C)s1)NC[C@@H]1CCC[NH+](C)C1,2.019248335433006
CCC[NH+]1CCC(N(C)Cc2c(C)nn(CCO)c2C)CC1,2.1569277807712552
[NH3+]C[C@H]1CCCC[C@H]1Oc1ccncc1Cl,2.109165870738029
C[C@H]1CC[C@H]([NH+]2CCC[C@H]([C@H](O)c3nccn3C)C2)C1,2.04268108985424
CC[NH+]1CCC[C@@H]1CN(C)[C@@H](C[NH3+])c1ccc(C)o1,2.132453477025032
CC(C)C[NH2+]Cc1ccc(COC(C)(C)C)nc1,2.1043583961009977
CCCn1nccc1[C@@]1(CC(C)C)CCC[NH2+]1,2.121036065340042
CC(C)(C)c1csc(C[C@@H]2CCC[C@@H]([NH3+])C2)n1,2.1353923552036282
CSCC[NH+](C)Cc1cc(C)oc1C,2.085562703490257
Cc1nc(C(C)(C)C)sc1[C@H](C)[NH2+][C@H](CO)C(C)C,2.1573971591234202
C[C@H]([NH2+][C@H](C)C[C@H]1CCCCC[NH2+]1)c1ccncc1,2.110163330698013
CC(C)[C@H]1CC[C@H](C)C[C@@]1([NH3+])Cc1nccs1,2.040045387983322
CCc1cc(N(CC2CC[NH2+]CC2)C(C)C)nc(C)[nH+]1,2.006510224342346
CCC[C@]1(CO)CCCN(c2ccc(C[NH3+])cn2)C1,2.100091883111
CCn1nccc1/C=C/CC[NH2+]C(C)(C)C,2.0939602413654326
COc1c(CN2CCN(C[C@H]3CCCC[NH+]3C)CC2)c(C)nn1C,2.0369541785717007
Cc1ncccc1OCC[NH2+]C1CCCCCC1,2.222378195428848
CCC[NH2+][C@H]1CCC[C@@H]1CCSc1ccncc1,2.096004204511642
CC(C)c1nc(C[NH+]2CC[C@@H](C)C[C@H]2C)cs1,2.1013437238454817
CCc1c(C)nn([C@H]2CCCC(C)(C)[C@@H]2[NH2+]C)c1C,2.1578459789514537
Cc1ccc(O)c(C[NH+]2CCC[C@@H]2CO)n1,2.158729252409935
CC(C)(C)c1csc(C[C@@H]2CC[C@@H](Cl)C2)n1,2.043399399733543
C[C@H]1CC[C@H](C)[C@@](C[NH3+])(N(C)CCc2cccs2)C1,2.0230211961507796
Cc1cccnc1C[NH+]1CCCC[C@@H]1CCOC(C)C,2.1620275332212446
CCc1sc([C@@H](C)N[C@H]2CC[NH+](C)C2)cc1C,2.0284387387990948
Cc1ccc([C@H](C)[NH2+][C@@H](C)CC(C)C)s1,2.103929144024849
Cc1csc(CCC[NH2+]C[C@@H]2CCC[C@@H](C)C2)n1,2.123158794879913
