smile,reaction_energy
C[NH2+]Cc1ccc(COC[C@@H]2CCCC[NH+]2C)nc1,2.0643879190206524
CC(C)N(Cc1cnc(C(C)(C)C)s1)CC(F)F,2.023828180146217
CCC[NH2+][C@H](c1cccnc1)C(CC)CC,2.156589679741859
CC[NH2+][C@@H](C)c1cnc(C(C)(C)OC)s1,2.0115832259416577
CCC[NH+]1CCC(N[C@@H](C)c2nc3c(s2)CCCC3)CC1,2.105011067318916
Cc1csc(CCCCN[C@H]2C[NH+](C(C)C)C[C@@H]2C)n1,2.2017812788724895
CCO[C@H]1C[C@H]([NH2+]Cc2cscc2C)[C@]1(C)CC,2.098346637797355
CC[NH2+][C@@]1(CO)CCC[C@H]1CCSc1nc(C)cs1,2.0325727360010144
CC1CCC([C@H](C[NH3+])N(C)CCc2cccs2)CC1,2.018107708883285
CCC[NH2+]Cc1ccnc(N2C[C@@H](C)[C@H](C)C2)c1,2.0945730340003963
CSC[C@@H]1CCC[NH+]1CCc1ccncc1,2.0137663925886153
CC(C)C[C@@H](C[NH3+])CN(C)Cc1csc(Br)c1,2.1723464261770244
CC(C)(C)c1csc(C[C@@](C)(O)CC[NH3+])n1,2.173110806965828
CC(C)C1CCC(C[NH3+])([C@H](O)c2cccnc2)CC1,2.15037927160263
Cc1ccc(C[NH2+]CCC(C)(C)O)s1,2.0799182739973063
C[NH+](C)C[C@H](O)Cc1nc(C(C)(C)C)cs1,2.1602614816904064
CCCn1nccc1[C@@H](N)C[NH+](C)C,2.0951513972997664
CC(C)[C@@H](C[NH+](C)C)N[C@H]1CCCc2cccnc21,2.089187196063995
COCC1CCN(c2ccc(N)c(N)[nH+]2)CC1,2.035792002725601
C[C@@H](c1ccncc1)[C@@H](O)C1C(C)(C)C1(C)C,2.1632979509353634
CC[NH+](Cc1ccco1)[C@@H](C)[C@@H](C)C[NH3+],2.047453392076492
COCC[NH2+][C@@H](c1nc(C)c(C)s1)C1CC1,2.0124162177085876
Cc1ncn(C[C@H](C)[NH2+][C@H]2CCC[C@H](C)[C@@H]2C)c1C,2.0584479917049405
COCCCCOc1c(C)nn(C)c1C,2.216107350182533
CN(Cc1ccsc1)C[C@@H]1CCC(C)(C)[C@@H]1[NH3+],2.0701901289939877
COCC[NH2+][C@H](C)[C@@H](C)c1cccnc1,2.1041884786605833
CCC1(C[NH2+][C@H](C)c2cnc(C)s2)CC1,2.0689340774774547
CC[C@@](C)([C@@H](Cc1ccc(Cl)s1)NC)[NH+]1CCCCC1,2.0158088695764538
CC[NH2+][C@@H](CSCC)Cc1nc(C)c(C)s1,2.158237829375267
COC[C@H](O)C[NH+](C)Cc1cc(Br)c(OC)s1,2.178110243725776
CCc1cc(C[C@H](C)[C@H](C)[NH2+]C2CC2)n(CC)n1,2.1201971289396284
CCc1ccsc1CNC[C@@H](C[NH3+])C(C)C,2.178474847912788
COC[C@@H](O)COc1ccc(C)nc1CO,2.245650940132141
CCCn1nc(C)c(CN[C@H]2CC[C@@H]([NH+](C)C)C2)c1C,2.1955698799610137
CCCn1cncc1C[NH2+][C@@H](CO)C(C)C,2.0776365255117413
COCc1nc(CN2CC[NH+](CCC(C)C)CC2)cs1,2.0253262277841566
CCn1nc(C)c(C[NH+]2C[C@H](O)C[C@@H]2C2CCCCC2)c1C,2.070167836618423
CCOC[C@@H]1CC[NH+](Cc2ccc(C)o2)C1,2.0102932404756544
C[C@H]1CCC[C@H](Oc2ccc(C[C@@H](C)[NH3+])nc2)C1,2.2407263066768643
CCc1ccc([C@@H]2CC[NH2+]C[C@H]2CC(C)C)s1,2.066876491212845
C[C@@H](O)CC[NH+](C)Cc1cnc(C(C)(C)C)s1,2.1817562855958936
CC[NH2+]C[C@@H](Oc1cccnc1C)C(C)C,2.314913351011276
CC1CCC([NH2+]C2CCN(c3nccs3)CC2)CC1,2.0038544593334193
C[NH2+]Cc1nc(C)ccc1OCC(C)(C)O,2.2827630392789837
Cc1ccc(CNC2CC[NH+](CC(C)C)CC2)s1,2.094734282183647
CCC[NH2+][C@@H](Cc1nccn1C)[C@H]1CCC[C@H](C)C1,2.1734422202825545
CC(C)c1nn(C)cc1CNC1CC[NH+](CCN(C)C)CC1,2.0325375635862346
CCC(CC)[NH2+]C[C@@H](C)Sc1ccncc1,2.0618963745117185
C[C@@H]1CCC[C@@]([NH3+])(Cc2nc(C(C)(C)C)cs2)C1,2.1672157120943067
COCC[NH2+][C@H](C)[C@H](C)[C@H]1CCc2cccnc21,2.0564089824199674
Cc1ccsc1CC[NH2+]C[C@@]1(O)CCCN(CC2CCCCC2)C1=O,2.0332732119798655
CC[C@@H]1C[C@H](C)CC[C@@H]1[NH2+]CCc1c(C)nn(C)c1C,2.157390719103813
CCc1nn(C)c(CC)c1CN[C@@H]1C[C@H](C)[NH+](C)C[C@@H]1C,2.1923196516036985
Cc1ccc(C)n1NCCC(C)(C)O,2.060397831487655
CCc1nn(C)c(OC)c1C[NH+]1CCC(COc2ccccc2)CC1,2.0326145961284636
Cc1ncn(C[C@@H](C)[NH2+][C@H](C)C[NH+]2CCCCC2)c1C,2.068864723420143
C[C@H]([NH2+][C@H](CO)CC(C)(C)C)c1nccs1,2.073709352016449
CC[C@H](c1ccco1)[NH+](CC)CC1CC[NH2+]CC1,2.0009448089361186
C[NH2+]C1CCC([NH+](C)Cc2csc(C)n2)CC1,2.0290203221082685
CCN[C@@H](Cc1nc(C)cs1)C1([NH+](C)C)CCCCC1,2.174481540369987
Cc1cccnc1C[C@@H](O)C1C(C)(C)C1(C)C,2.135715099263191
C/[NH+]=C(/NC[C@@H](c1ccco1)[NH+](C)C)N1CCC[C@H](C)C1,2.0004107826948165
CCC[NH2+][C@H](C[C@@H]1CCCCCC[C@@H]1[NH3+])c1ccoc1,2.1289040354490276
Cc1nn(C)c(C)c1C[NH2+]C[C@@H](CC(C)C)[NH+]1CCCC1,2.2355388708829875
CCC[NH+](C)Cc1ccc(C[NH2+]C2CC2)cn1,2.0479079088449477
CC[NH2+][C@H]1CC[C@@H](Cc2nc(C)c(C)s2)C1,2.0390835958242413
Cc1ccc([C@H](C)[NH2+]C[C@@](C)(O)C[NH+](C)C)s1,2.1738003844499585
Cc1nc(C[C@H](CO)C(C)C)sc1C,2.088951887655258
COC[C@H](C)Oc1ccc(C[NH2+]C(C)C)nc1,2.2137911723613737
CC[NH+](CC)CC[C@H](N)c1cnccc1C,2.3132520736455913
COCC[NH+]1[C@@H](C)CN(Cc2cccnc2C)C[C@H]1C,2.083974990963936
CCc1ncc(C[NH2+][C@@H](CCO)C2CC2)s1,2.0915960110902785
CCc1nc(C)sc1CN1C[C@H](C(C)C)[C@@H]([NH3+])C1,2.071827132439613
CC(C)[NH2+]Cc1ccnc(OCC(C)(C)[NH+](C)C)c1,2.001554133868217
CCC[NH2+][C@H](Cc1nc(C)c(C)s1)CC(C)C,2.226471323275566
Cc1ccc(O[C@@H]2CCN(C)C2=O)c(C[NH2+]CC(C)C)n1,2.131954375505447
CCc1cc(C[NH+](C)CC2CC[NH2+]CC2)n(CC)n1,2.0954540782213207
C[C@H]([NH2+][C@@H](CO)CC(C)(C)C)c1nccs1,2.073029929947853
Cc1ncc([C@@H](C)[NH2+][C@@H]2C[C@@H]2C2CCCCC2)s1,2.004384274792671
CC[C@@](C)([C@H](Cc1cc(C)nn1C)[NH2+]C)[NH+]1CCCCC1,2.120856487870216
Cc1nn(C)c(C)c1CN[C@@H]1C[C@@H](C)[NH+](C)C[C@@H]1C,2.1281386638879773
COc1c(C[NH+](C[C@H](C)O)C(C)C)c(C)nn1C,2.109000411772728
Cc1nc2c(s1)[C@H]([NH2+][C@H](CO)CC(C)(C)C)CCC2,2.214055460858345
CCn1cc(C[NH+]2CCC[C@H](N(C)CC[NH+](C)C)C2)c(C)n1,2.025190987372398
COCC[NH2+][C@H](C)[C@H](C)Cc1cc(C)nn1C,2.051954965782165
CCn1nc(C)c(C[NH+](Cc2cccc(O)c2)C2CCC(O)CC2)c1C,2.000190335869789
Cc1nc(CC(C)(C)[C@@H]2CC[C@@H](C)C[C@@H]2Cl)sc1C,2.0609903132915495
C[NH2+][C@H]1[C@@H](n2nc(C)cc2C)CCCC1(C)C,2.0605531350374218
COCc1ccc(C[NH+]2C[C@@H](C)CC[C@@H]2C)o1,2.036919253849983
CC[NH+]1CCC[C@H]1CN(C)c1nc(C2CC2)c(CO)s1,2.0798620476722713
CCc1sc([C@H](C)[NH2+][C@@H](C)C2CC[NH+](C)CC2)cc1C,2.092830513310432
CSCc1ccnc(N2CCC([NH+]3CCC[C@H]3C)CC2)c1,2.0190122839450835
CC[NH+](C)C[C@@H]1CCN(Cc2sccc2OC)C1,2.187554284787178
C[C@@H]1CC[C@H](CO)C[NH+]1Cc1c[nH]nc1C(C)(C)C,2.0825264819383618
CCC[C@H]1C[NH2+][C@H](C(C)C)CN1Cc1nc(C)c(C)s1,2.092457982945442
CCC[NH2+]C1CCC([NH+](C)Cc2cc(C)nn2C)CC1,2.074529463744163
CC[NH+]1CCC(N[C@H](C)c2sc(CCOC)nc2C)CC1,2.0977162589550016
COc1sc(C[NH+]2CCC2(C)C)cc1Br,2.045054484772682
CC(C)[NH2+][C@@H](C)c1nc(C(C)(C)C)cs1,2.1508724284887313
COC[C@H](O)C[NH+]1CCC(NCc2ccc(C)cn2)CC1,2.035846247506141
C[C@H]([NH2+]C[C@@]1(N(C)C)CCC[C@@H](C)C1)c1ccoc1,2.1735118220329284
CCc1nc(C)sc1C[NH+]1CC[C@@](O)(C2CC2)[C@H](C)C1,2.0273692001581187
Cc1nn(C)c(C)c1CN[C@@H]1CC[C@@H]([NH+](C)C)C1,2.1198191493272778
C[C@@H](C[NH+]1CCCCC1)NCc1nc2c(s1)CCC2,2.0511568987369535
Cc1ncccc1O[C@@H](C)[C@@H](C)O,2.131445861649513
Cc1ncc([C@H](C)[NH2+][C@@H](CO)CC(C)(C)C)s1,2.10372479724884
C[C@@H](Cc1ccsc1)[NH2+][C@H]1CCCC1(C)C,2.0102917543172834
Cc1nn(-c2ccccc2)c(C)c1[C@@H](C)[NH2+][C@H](CCO)C1CC1,2.0655694149255748
Cc1ncc([C@@H](C)N[C@@H](CC(C)C)C[NH+](C)C)s1,2.105341985249519
CCC[C@@H](C)[C@@H](Cc1ncccc1C)[NH2+]CC,2.1724246971845624
CC[NH2+][C@H]1[C@@H](CN(Cc2cccs2)C(C)C)CCC1(C)C,2.0707286137104033
Cc1ccsc1[C@H](C)[NH2+]C[C@@H](O)C1CCCC1,2.042347694993019
CC[NH2+]Cc1nc(C[NH+]2C[C@H](C)[C@@H](C)C2)cs1,2.0548135914087293
C[C@@H](CCCO)[NH2+]Cc1nc2c(s1)CCC2,2.110368172860145
CCOc1ccc(C[NH+]2CCC([C@@H](C)O)CC2)nc1,2.1992847805023192
CCN[C@H](C[NH+](C)C)c1ccoc1,2.0965503677129744
CS[C@H](CO)[C@@H](C)[NH2+][C@H](C)Cn1c[nH+]c(C)c1C,2.0340041542053218
CC[NH2+][C@H](C)c1ccnc(N2CC[NH+](C)CC2)c1,2.07911005153656
C[C@@H]1CCC[C@@H](C[NH3+])N1c1nc[nH+]c2c1CCCCC2,2.0193050571441646
CC[C@H](C)C[NH2+]Cc1csc(N(C)C)n1,2.227534421896934
CCOC[C@H]1CCC[NH+](Cc2cnc(C(C)C)s2)C1,2.1619378683328625
CCCn1nc(C)c(C[NH+](C)[C@@H]2CCC[C@@H]2SC)c1C,2.165401360416412
Cc1nc(C(C)(C)NCC[C@@H]2CCC[NH+]2C)sc1C,2.1131472890138623
CC(C)[C@H](C[NH+](C)C)NCc1ccc(O)cn1,2.2143338678598403
Cc1cc([C@H](C)[NH2+]CC2CC[NH2+]CC2)c(C)o1,2.0315725514173506
CC(C)[C@H](C)[NH2+]Cc1cncn1C1CC1,2.041845621156692
CCC[NH2+][C@](C)(CO)CSc1ccncc1,2.114702306056022
Cc1ncn(C[C@H](C)[NH2+]CC(C)(C)C[C@H](C)O)c1C,2.1217863276243207
CCCn1nccc1[C@@H](NC)C(C)(C)[NH+]1CCCC1,2.097358837866783
CCC[C@@H]1CN(Cc2nc(C)c(C)s2)[C@H](C(C)(C)C)C[NH2+]1,2.0728050246477125
CC[C@@]1(C)CN(Cc2nc(C)c(C)s2)C(C)(C)C[NH2+]1,2.0275477868556973
CN[C@@H](Cc1ccncc1Cl)C[NH+](C)C,2.056630667710304
C[NH2+]C[C@H](C)Oc1cccnc1C,2.1442790868759154
CC[NH2+][C@@H](Cc1cc(Br)cs1)[C@]1(N(C)C)CCC[C@H](C)C1,2.10500215036869
CCc1cc(C[C@H](C[NH+](C)C)NC)n(C)n1,2.0499895213365553
CC[NH2+]Cc1cccnc1N1CCC(C)(C)C1,2.0830112172603603
CC[C@@](C)([C@H](N)Cc1ccsc1)[NH+]1CCCC1,2.0132425217628476
CC(C)(C)c1csc(C[C@H]2CC[C@H](Br)C2)n1,2.041989035439491
C[C@H]1CCC[C@@H](C[NH+]2CCC[C@H]([C@H](O)c3nccn3C)C2)C1,2.0929132427930828
Cc1ccc(CN2CC[NH+](CCC(C)C)[C@@H](CCO)C2)s1,2.0217666307926176
CC(C)c1ncc(C[NH+](C)[C@@H](C)C2(C)CC2)s1,2.137614161968231
Cc1occc1C[NH+]1CCC([NH+]2CCC[C@@H](O)C2)CC1,2.012643847632408
Cc1nn(C)c(C)c1O[C@H](C)[C@@H](C)O,2.156050947332382
C[NH+](CCC1CC1)Cc1c[nH]nc1C(C)(C)C,2.0669473314285276
COC[C@@](C)([NH3+])Cc1nccn1C,2.081638750004768
CCCn1cncc1[C@H](C[NH3+])N1C[C@@H](C)[C@@H](C)C1,2.0967418344497677
O=C1C(c2ccccc2)=Nc2cc([N+](=O)[O-])c(O)cc21,-2.8806925985097886
Cc1nc(C[NH2+]CC2(CC(C)C)CCCC2)cs1,2.1156601351261135
O[C@H]1CCC[C@H](CNc2cncc(Br)c2)C1,2.0345106865167617
CCC(CC)([C@@H](N)Cc1ccncc1Cl)[NH+]1CCCC1,2.1273101305961606
COCC1CC[NH+](Cc2nc3c(s2)C[C@H](C)CC3)CC1,2.0283480831384657
Cc1nn(C2CCCCC2)c(C)c1C[C@@H](C)C[NH2+]C1CC1,2.1128143895387645
Cc1occc1C[NH+](C)CCCCCS,2.2065364902734754
CCC(CC)(CS)COc1c(C)nn(C)c1C,2.2911662740945813
C[NH2+]Cc1ccc(CO[C@@H]2CC[C@H](C)[C@@H](C)C2)nc1,2.0865267248868937
CCOc1c(CN2C[C@H]3CCC[NH+]3C[C@@H]2C)c(C)nn1CC(C)C,2.064115952038765
CCS[C@@H]1CC[C@H]([NH+](C)Cc2ccc(OC)s2)C1,2.0869646462202067
CCC[C@H]1CCC[C@@H]([NH2+]Cc2c(C)nn(C)c2C)CC1,2.143679421973228
CC(C)(C)c1csc([C@](C)([NH3+])C2(C)CC2)n1,2.1626001995801922
C[C@H]1CCCCN1c1ccc(N)c(OCC2CC2)n1,2.081287521243095
Cn1cc(C[NH+]2CCC[C@@H]2CC(C)(C)C)c(-c2ccncc2)n1,2.1032690420150755
CCO[C@@H]1C[C@H]([NH2+][C@@H](C)Cn2cnc(C)c2C)C1(C)C,2.1108234327077864
CC[NH2+][C@H](Cc1cccnc1)[C@@H](C)CC,2.109109892106056
