smiles,reaction_energy
CCOC(=O)C1=C(N(C2=NC3=CC=CC=C3N=C12)CCCOC(=O)C4=CC(=C(C=C4)[N+](=O)[O-])Cl)N,-1.7425257647395131
CC1=C(C(N2C(=O)C(=CC3=C(C=CC(=C3)[N+](=O)[O-])O)SC2=N1)C4=CC=CC=C4)C(=O)OC,-1.7341456892251967
CC1=C(C(N2C(=O)C(=CC3=C(C=CC(=C3)[N+](=O)[O-])O)SC2=N1)C4=CC=CC=C4)C(=O)OC,-1.7341456892251967
COC1=C(C(=CC(=C1)C=C2C(=O)N3C(C4=C(C5=CC=CC=C5CC4)N=C3S2)C6=CC=C(C=C6)Cl)I)OCC7=CC=C(C=C7)[N+](=O)[O-],-1.7296745817661283
COC1=C(C(=CC(=C1)C=C2C(=O)N3C(C4=C(C5=CC=CC=C5CC4)N=C3S2)C6=CC=C(C=C6)Cl)I)OCC7=CC=C(C=C7)[N+](=O)[O-],-1.7296745817661283
C=CCOC1=C(C=C(C=C1I)C=C2C(=O)N3C(C4=C(C5=CC=CC=C5CC4)N=C3S2)C6=CC(=CC=C6)[N+](=O)[O-])I,-1.7258630809307096
C=CCOC1=C(C=C(C=C1I)C=C2C(=O)N3C(C4=C(C5=CC=CC=C5CC4)N=C3S2)C6=CC(=CC=C6)[N+](=O)[O-])I,-1.7258630809307096
CCCOC(=O)C1=C(N(C2=NC3=CC=CC=C3N=C12)C4=CC(=C(C=C4)F)Cl)N,-1.7246798511743546
C1CC2=C(C3=CC=CC=C31)N=C4N(C2C5=CC=CC=C5)C(=O)C(=CC6=CC=C(C=C6)C(=O)O)S4,-1.7177079107165336
C1CC2=C(C3=CC=CC=C31)N=C4N(C2C5=CC=CC=C5)C(=O)C(=CC6=CC=C(C=C6)C(=O)O)S4,-1.7177077868700028
C1CC2=C(C3=CC=CC=C31)N=C4N(C2C5=CC=CC=C5)C(=O)C(=CC6=CC=C(C=C6)C(=O)O)S4,-1.7177077868700028
C1CC2=C(C3=CC=CC=C31)N=C4N(C2C5=CC=CC=C5)C(=O)C(=CC6=CC=C(C=C6)C(=O)O)S4,-1.7177077868700028
CC1=CC=CC2=C(C(=O)N=C12)C3=C(N(C(=S)S3)CCC(=O)O)O,-1.7166055527448654
C1=COC(=C1)C2=NN3C(=N)C(=CC4=CC=C(O4)[N+](=O)[O-])C(=O)N=C3S2,-1.710670826983452
C1=COC(=C1)C2=NN3C(=N)C(=CC4=CC=C(O4)[N+](=O)[O-])C(=O)N=C3S2,-1.710670826983452
C1=CC(=CC=C1CN2C(=C(SC2=O)C=C3C=NC4=C3C=C(C=C4)Br)O)[N+](=O)[O-],-1.7053798554897308
C1=CC=C2C(=C1)C(=CC3=C(N(C(=S)S3)C(CCC(=O)[O-])C(=O)[O-])O)C=N2,-1.700245921397209
CC1=C(C(N2C(=O)C(=CC3=CC=C(C=C3)F)SC2=N1)C4=CC(=C(C=C4)OC(=O)C)OC)C(=O)OC,-1.6975666255474091
CC1=C(C(N2C(=O)C(=CC3=CC=C(C=C3)F)SC2=N1)C4=CC(=C(C=C4)OC(=O)C)OC)C(=O)OC,-1.697566501700878
CCOC(=O)C1=C(N=C2N(C1C3=CC=C(C=C3)C)C(=O)C(=CC4=CC=C(O4)C5=CC(=C(C=C5)C(=O)[O-])Cl)S2)C,-1.6910566326498984
CCOC(=O)C1=C(N=C2N(C1C3=CC=C(C=C3)C)C(=O)C(=CC4=CC=C(O4)C5=CC(=C(C=C5)C(=O)[O-])Cl)S2)C,-1.6910565088033676
CCOC(=O)C1=C(N=C2N(C1C3=CC=C(C=C3)C)C(=O)C(=CC4=CC=C(O4)C5=CC(=C(C=C5)C(=O)[O-])Cl)S2)C,-1.6910565088033676
CCOC(=O)C1=C(N=C2N(C1C3=CC=C(C=C3)C)C(=O)C(=CC4=CC=C(O4)C5=CC(=C(C=C5)C(=O)[O-])Cl)S2)C,-1.6910565088033676
CC1=CC=C(C=C1)NC(=O)C2=C(N(C3=NC4=CC=CC=C4N=C23)C5=CC=CC=C5)N,-1.6910280241012572
C1CC2=C(C3=CC=CC=C31)N=C4N(C2C5=CC=CC=C5)C(=O)C(=CC6=CC=C(C=C6)C(=O)[O-])S4,-1.6877339540719984
C1CC2=C(C3=CC=CC=C31)N=C4N(C2C5=CC=CC=C5)C(=O)C(=CC6=CC=C(C=C6)C(=O)[O-])S4,-1.6877339540719984
C1CC2=C(C3=CC=CC=C31)N=C4N(C2C5=CC=CC=C5)C(=O)C(=CC6=CC=C(C=C6)C(=O)[O-])S4,-1.6877338302254676
C1CC2=C(C3=CC=CC=C31)N=C4N(C2C5=CC=CC=C5)C(=O)C(=CC6=CC=C(C=C6)C(=O)[O-])S4,-1.6877338302254676
C1=CC=C2C(=C1)C(=CC3=C(N(C(=O)S3)CC(=O)[O-])O)C=N2,-1.6876747554302214
CCC1=CC=C(C=C1)N2C(=C(C3=NC4=CC=CC=C4N=C32)C(=O)NCC5=CC=C(C=C5)F)N,-1.6874157923340798
C1=CC(=CC=C1N2C(=O)C(=C(N2)C(=O)O)C=CC=CC=C3C(=NN(C3=O)C4=CC=C(C=C4)S(=O)(=O)[O-])C(=O)O)S(=O)(=O)[O-].[K+].[K+],-1.6805632399320602
C1=CC(=CC=C1N2C(=O)C(=C(N2)C(=O)O)C=CC=CC=C3C(=NN(C3=O)C4=CC=C(C=C4)S(=O)(=O)[O-])C(=O)O)S(=O)(=O)[O-].[K+].[K+],-1.6805629922389982
CCOC(=O)C1=C(N(C2=NC3=CC=CC=C3N=C12)CCNC(=O)C4=CC=C(C=C4)Br)N,-1.6804099179267884
CCOC(=O)C1=C(N(C2=NC3=CC=CC=C3N=C12)CCNC(=O)C4=CC=C(C=C4)Br)N,-1.6804096702337263
C1=CC=C(C=C1)NC(=O)C2=C(N(C3=NC4=CC=CC=C4N=C23)CCC5=CC=C(C=C5)F)N,-1.6803011806726451
COC(=O)C1=CC=C(C=C1)C2C3=C(C4=CC=CC=C4CC3)N=C5N2C(=O)C(=CC6=CC=CS6)S5,-1.6713637957692145
COC(=O)C1=CC=C(C=C1)C2C3=C(C4=CC=CC=C4CC3)N=C5N2C(=O)C(=CC6=CC=CS6)S5,-1.6713637957692145
COC(=O)C1=CC=C(C=C1)C2C3=C(C4=CC=CC=C4CC3)N=C5N2C(=O)C(=CC6=CC=CS6)S5,-1.6713636719226836
COC(=O)C1=CC=C(C=C1)C2C3=C(C4=CC=CC=C4CC3)N=C5N2C(=O)C(=CC6=CC=CS6)S5,-1.6713636719226836
C1=CC=C(C=C1)C2C3=C(C=CC(=C3)Br)N=C(N2CC(=O)[O-])C4=CC=CC=C4,-1.6677736086845396
C1=CC=C(C=C1)C2C3=C(C=CC(=C3)Br)N=C(N2CC(=O)[O-])C4=CC=CC=C4,-1.6677734848380088
CC(CCC1=CC=CC=C1)NC(=O)C2=C(N(C3=NC4=CC=CC=C4N=C23)C5=CC(=C(C=C5)F)Cl)N,-1.664605242884159
CC(CCC1=CC=CC=C1)NC(=O)C2=C(N(C3=NC4=CC=CC=C4N=C23)C5=CC(=C(C=C5)F)Cl)N,-1.664605242884159
C1=CC=C(C=C1)C2=NC3=CC=CC=C3C2=CC4=C(N(C(=S)NC4=O)C5=CC=CC(=C5)C(F)(F)F)O,-1.6634715517401697
CC1=C(C(N2C(=O)C(=CC3=CC(=CC=C3)Br)SC2=N1)C4=CC(=C(C=C4)OC(=O)C)OC)C(=O)OC,-1.6600519013285635
CC1=C(C(N2C(=O)C(=CC3=CC(=CC=C3)Br)SC2=N1)C4=CC(=C(C=C4)OC(=O)C)OC)C(=O)OC,-1.6600517774820327
CCOC(=O)C1=C(N=C2N(C1C3=CC=C(C=C3)C)C(=O)C(=CC4=CC=C(O4)C5=CC(=C(C=C5)C(=O)O)Cl)S2)C,-1.658834242236614
CCOC(=O)C1=C(N=C2N(C1C3=CC=C(C=C3)C)C(=O)C(=CC4=CC=C(O4)C5=CC(=C(C=C5)C(=O)O)Cl)S2)C,-1.658834242236614
CCOC(=O)C1=C(N=C2N(C1C3=CC=C(C=C3)C)C(=O)C(=CC4=CC=C(O4)C5=CC(=C(C=C5)C(=O)O)Cl)S2)C,-1.658834242236614
CCOC(=O)C1=C(N=C2N(C1C3=CC=C(C=C3)C)C(=O)C(=CC4=CC=C(O4)C5=CC(=C(C=C5)C(=O)O)Cl)S2)C,-1.658834242236614
CC1=NN(C(=O)C1=CC2=CC=C(O2)C3=C(C=C(C=C3)[N+](=O)[O-])OC)C4=CC(=CC=C4)Cl,-1.658051532161236
CCOC(=O)C1=C(N=C2N(C1C3=CC(=C(C=C3)OC(=O)C)OC)C(=O)C(=CC4=C(C=CC=C4Cl)Cl)S2)C,-1.65713915476799
CCC(C)OC(=O)C1=C(N(C2=NC3=CC=CC=C3N=C12)C4=CC(=CC=C4)F)N,-1.6569806931316853
COC1=CC=CC=C1C=C2C(=NOC2=O)C3=C(C=C(C=C3)Cl)Cl,-1.6547390709221363
COC1=C(C2=NC3=CC=CC=C3N=C2C=C1)NC(=O)C4=CC=C(C=C4)Br,-1.653349450922012
COC1=C(C2=NC3=CC=CC=C3N=C2C=C1)NC(=O)C4=CC=C(C=C4)Br,-1.653349327075481
C1C2=CC=CC=C2C(=NC(=O)C3=C(C=CC(=C3)[N+](=O)[O-])Cl)N=C4N1C=C(C=C4)Cl,-1.653124050235748
CC(C)OC(=O)C(=C1C2=CC=CC=C2C(=N1)NC(=O)C3=CC(=CC=C3)Cl)C(=O)C,-1.6510056553244592
CCCOC(=O)C1=C(N(C2=NC3=CC=CC=C3N=C12)C4=CC(=CC=C4)Cl)N,-1.6478974789381025
C1=CC=C(C(=C1)C(=O)NNC=C2[NH+]=C3C=CC=CC3=N2)Cl,-1.646471076518297
C1C2=CC=CC=C2C(=NC(=O)C3=C(C=CC(=C3)[N+](=O)[O-])Cl)N=C4N1C=C(C=C4)Br,-1.6458847251176834
CC(=O)C(=C1C2=CC=CC=C2C(=N1)NC(=O)C3=CC=CC=C3OC)C(=O)OC,-1.643378938257694
CC(=O)C(=C1C2=CC=CC=C2C(=N1)NC(=O)C3=CC=CC=C3OC)C(=O)OC,-1.6433786905646324
CCC(C)NC(=O)C1=C(N(C2=NC3=CC=CC=C3N=C12)C4=CC=CC=C4F)N,-1.641557155787945
CCOC(=O)C1=C(N(C2=NC3=CC=CC=C3N=C12)CC4=CC=CC=C4)NC(=O)C=CC5=CC=CC=C5,-1.638042267394066
CCOC(=O)C1=C(N(C2=NC3=CC=CC=C3N=C12)CC4=CC=CC=C4)NC(=O)C=CC5=CC=CC=C5,-1.6380420816242696
CC(CCC1=CC=CC=C1)NC(=O)C2=C(N(C3=NC4=CC=CC=C4N=C23)C5=CC(=CC=C5)F)N,-1.6353182629466056
CC(CCC1=CC=CC=C1)NC(=O)C2=C(N(C3=NC4=CC=CC=C4N=C23)C5=CC(=CC=C5)F)N,-1.63531820102334
CC(=O)N=C1C=CC2=NC(=NC(=O)C3=CC=C(O3)C4=CC(=CC=C4)N(O)O)SC2=C1,-1.633450285720825
C1=CC=C2C(=C1)C(=CC3=C(N(C(=S)S3)NC(=O)C4=CC=C(C=C4)Cl)O)C=N2,-1.6315005697846412
CCC(C)N1C(=NC2=C(C1=O)C3=NC4=CC=CC=C4N=C3N2C5=CC(=C(C=C5)Cl)[N+](=O)[O-])C,-1.6303402516365049
CCC(C)N1C(=NC2=C(C1=O)C3=NC4=CC=CC=C4N=C3N2C5=CC(=C(C=C5)Cl)[N+](=O)[O-])C,-1.6303401897132397
CCC(C)N1C(=NC2=C(C1=O)C3=NC4=CC=CC=C4N=C3N2C5=CC=C(C=C5)C(=O)OC)C,-1.6283059485197064
CC1=NN(C(=O)C1=CC2=CC=C(C=C2)OC(=O)C3=CC=CS3)C4=CC=C(C=C4)C(=O)O,-1.6260562762856483
CC1=NN(C(=O)C1=CC2=CC=C(C=C2)OC(=O)C3=CC=CS3)C4=CC=C(C=C4)C(=O)O,-1.626056214362383
CCOC1=C(C=CC(=C1)C=C2C(=O)N3C(C(=C(N=C3S2)C4=CC=CC=C4)C(=O)OCC)C5=CC=CC=C5)OCC6=CC=CC=C6Cl,-1.6236709301769734
CCOC1=C(C=CC(=C1)C=C2C(=O)N3C(C(=C(N=C3S2)C4=CC=CC=C4)C(=O)OCC)C5=CC=CC=C5)OCC6=CC=CC=C6Cl,-1.6236709301769734
O=[Yb]O[Yb]=O,-1.6226758852243424
O=[Yb]O[Yb]=O,-1.6226758852243424
C1=CC=C(C(=C1)COC2=C(C=C(C=C2)[N+](=O)O)C=C3C(=O)N4C5=CC=CC=C5N=C4S3)F,-1.6209529322862624
C1=CC=C(C(=C1)COC2=C(C=C(C=C2)[N+](=O)O)C=C3C(=O)N4C5=CC=CC=C5N=C4S3)F,-1.6209528084397316
CCOC(=O)C1=C(N=C2N(C1C3=CC(=C(C=C3)OC(=O)C)OC)C(=O)C(=CC4=C(C=CC(=C4)Br)OC(=O)C)S2)C,-1.6198815978705885
CCCCNC(=O)c1c(NC(=O)c2ccccc2Cl)n(Cc3ccccc3)c4nc5ccccc5nc14,-1.6185290079832075
CC1=C(C(N2C(=O)C(=CC3=CC=C(O3)C4=C(C(=CC=C4)Cl)Cl)SC2=N1)C5=CC=C(C=C5)OC)C(=O)OC,-1.612331356036663
CC1=C(C(N2C(=O)C(=CC3=CC=C(O3)C4=C(C(=CC=C4)Cl)Cl)SC2=N1)C5=CC=C(C=C5)OC)C(=O)OC,-1.612331356036663
CC(C1=CC=CC=C1)NC(=O)C2=C(N(C3=NC4=CC=CC=C4N=C23)CC5=CC=C(C=C5)Cl)N,-1.6112555012226104
CCCOC(=O)C1=C(N(C2=NC3=CC=CC=C3N=C12)C4=CC=CC(=C4)C(F)(F)F)N,-1.6107730570614338
CCCNC(=O)C1=C(N(C2=NC3=CC=CC=C3N=C12)C4=CC(=CC=C4)Br)N,-1.6102607658863066
C1=CC=C(C=C1)CCCNC(=O)C2=C(N(C3=NC4=CC=CC=C4N=C23)C5=CC=C(C=C5)Cl)N,-1.608224233531952
CCCCCN1C(=C(C2=NC3=CC=CC=C3N=C21)C(=O)OCC)NC(=O)C4=CC=CC=C4Cl,-1.606658256071806
CCCOC(=O)C1=CC=C(C=C1)N2C=C(C3=C2N=C(N4C3=NC5=CC=CC=C54)C)OC(=O)C,-1.6040075068473816
[P-]=[Ca].[P-]=[Ca].[Ca+2],-1.6039648417174814
C1=CC(=CN=C1)C2=NN3C(=N)C(=CC4=CC(=C(C=C4)OC(=O)C5=CC=CO5)Cl)C(=O)N=C3S2,-1.603630641853809
C1=CC(=CN=C1)C2=NN3C(=N)C(=CC4=CC(=C(C=C4)OC(=O)C5=CC=CO5)Cl)C(=O)N=C3S2,-1.603630641853809
CCOC1=CC2=C(C=C1)C(=C(S2)C3=NC4=CC=CC=C4C3=O)O,-1.6030802059471605
CCOC1=CC2=C(C=C1)C(=C(S2)C3=NC4=CC=CC=C4C3=O)O,-1.6030802059471605
C1=CC=C(C=C1)CCNC(=O)C2=C(N(C3=NC4=CC=CC=C4N=C23)CCC5=CC=C(C=C5)F)N,-1.6024213424026963
CCOC(=O)C1=C(N=C2N(C1C3=CC=C(C=C3)C)C(=O)C(=CC4=CC(=C(C=C4)SC5=CC=C(C=C5)Cl)[N+](=O)[O-])S2)C,-1.6006880482792851
CCOC(=O)C1=C(N=C2N(C1C3=CC=C(C=C3)C)C(=O)C(=CC4=CC(=C(C=C4)SC5=CC=C(C=C5)Cl)[N+](=O)[O-])S2)C,-1.60068798635602
CCOC(=O)C1=C(N=C2N(C1C3=C(C=CC4=CC=CC=C43)OC)C(=O)C(=CC5=CC=C(O5)C6=CC(=C(C=C6)Cl)C(=O)O)S2)C,-1.5988360472559928
CC1=CC=CC=C1COC2=C(C=C(C=C2)[N+](=O)O)C=C3C(=O)N4C5=CC=CC=C5N=C4S3,-1.5984507606983185
CC1=CC=CC=C1COC2=C(C=C(C=C2)[N+](=O)O)C=C3C(=O)N4C5=CC=CC=C5N=C4S3,-1.598450698775053
CCOC(=O)C1=C(N=C2N(C1C3=CC=C(C=C3)OC)C(=O)C(=CC4=CC(=C(C=C4)OC(=O)C5=CC=CC=C5Cl)OC)S2)C,-1.5957627955913545
CCOC(=O)C1=C(N=C2N(C1C3=CC=C(C=C3)OC)C(=O)C(=CC4=CC(=C(C=C4)OC(=O)C5=CC=CC=C5Cl)OC)S2)C,-1.5957627336680889
C1=CC=C2C(=C1)C(=NC3=C(S2)C=CC(=C3)C(=O)[O-])Cl,-1.5940877712607384
C1=CC=C2C(=C1)C(=NC3=C(S2)C=CC(=C3)C(=O)[O-])Cl,-1.5940876474142074
CCCOC(=O)C1=C(N(C2=NC3=CC=CC=C3N=C12)C4=CC=CC(=C4)C(=O)OCC)N,-1.593420486152172
C=CCNC(=O)C1=C(N(C2=NC3=CC=CC=C3N=C12)C4=CC=C(C=C4)C(F)(F)F)N,-1.5922696422636509
C1=CC=C(C=C1)CCCNC(=O)C2=C(N(C3=NC4=CC=CC=C4N=C23)CC5=CC=C(C=C5)F)N,-1.5902116225361822
CC1=C(C(N2C(=O)C(=CC3=CC=C(C=C3)Br)SC2=N1)C4=CC=CC=C4)C(=O)OC,-1.5885126958251
CC1=C(C(N2C(=O)C(=CC3=CC=C(C=C3)Br)SC2=N1)C4=CC=CC=C4)C(=O)OC,-1.588512571978569
P(#[Ni])=[Ni],-1.5882498315632343
P(#[Ni])=[Ni],-1.5882498315632343
CCOC(=O)C1=C(N=C2N(C1C3=CC=CS3)C(=O)C(=CC4=CN(C5=CC=CC=C54)CC6=C(C=C(C=C6)Cl)Cl)S2)C7=CC=CC=C7,-1.5879438687086105
CCOC(=O)C1=C(N=C2N(C1C3=CC=CS3)C(=O)C(=CC4=CN(C5=CC=CC=C54)CC6=C(C=C(C=C6)Cl)Cl)S2)C7=CC=CC=C7,-1.5879437448620797
CCC(C)OC(=O)C1=C(N(C2=NC3=CC=CC=C3N=C12)C4=CC=C(C=C4)Cl)N,-1.5867312873244286
CCC(C)OC(=O)C1=C(N(C2=NC3=CC=CC=C3N=C12)C4=CC=C(C=C4)Cl)N,-1.5867312873244286
CCOC(=O)C1=C(N(C2=NC3=CC=CC=C3N=C12)C4=CC=C(C=C4)NC(=O)C5=CC=C(C=C5)C(C)(C)C)N,-1.581748693692684
CC1=NN(C(=C1)NC2=NC(=NC(=O)C3=CC=C(C=C3)F)C4=CC=CC=C42)C5=CC=CC=C5,-1.5787652307629585
CCCOC(=O)C1=C(N(C2=NC3=CC=CC=C3N=C12)C4=CC=CC=C4)N,-1.575635505080223
COC(=O)C1=CC=C(C=C1)C2C3=C(C4=CC=CC=C4CC3)N=C5N2C(=O)C(=CC6=CC=CC=C6O)S5,-1.574870195442438
